1391040000,802.4522,803.65,802.4522,803.65,0.04,2
1391043600,800.0,800.0,795.0,795.0,2.809,10
1391047200,802.4522,804.96,802.4522,804.96,0.15340789,4
1391050800,795.86834,795.86834,795.0,795.0,0.09342,2
1391054400,804.46335,805.0,804.46335,805.0,0.08056465,3
1391061600,804.46335,804.46335,804.46335,804.46335,0.00741385,2
1391065200,796.0,796.0,787.95918,787.95918,1.17309421,9
1391068800,787.95918,800.67054,787.01,800.67054,3.43594065,38
1391090400,800.68054,800.68054,794.01,794.01,0.65326803,15
1391094000,796.24419,796.24419,794.26,794.26,0.69882525,18
1391097600,802.4522,815.23135,796.24419,815.14985,6.00367347,40
1391101200,810.73687,812.95445,806.58581,807.0,4.3005153,79
1391104800,807.0,807.0,805.0,805.0,2.27722383,50
1391112000,804.46174,804.46174,800.24038,800.24038,0.27189193,4
1391115600,800.24038,800.24038,800.24038,800.24038,5,1
1391119200,808.0,808.0,808.0,808.0,0.02045792,1
1391122800,808.0,808.0,808.0,808.0,0.01,1
1391133600,808.0,808.0,808.0,808.0,0.03960396,1
1391137200,801.0,801.0,801.0,801.0,0.2,4
1391140800,808.0,808.0,801.0,801.0,0.150099,4
1391148000,801.0,801.0,801.0,801.0,0.8,16
1391151600,808.25509,808.25509,808.25509,808.25509,3.71169,76
1391162400,801.24,812.63409,801.24,812.63409,0.39660423,2
1391173200,805.0,805.0,801.0,801.0,0.211,5
1391176800,808.58595,810.60248,808.58595,810.60248,0.38102435,2
1391187600,802.20034,803.0,802.13011,803.0,0.37676,5
1391191200,805.0,805.0,802.0,802.0,2.3,45
1391194800,810.13987,810.13987,802.0,802.0,1.99,36
1391202000,802.0,805.0,801.0,805.0,1.261,25
1391205600,810.14987,812.20037,810.14987,812.13037,0.77834429,22
1391209200,812.13037,812.19037,812.13037,812.19037,0.26567,2
1391212800,807.30274,807.30274,807.30274,807.30274,0.044,2
1391216400,805.28952,807.30274,803.41261,807.30274,0.05657505,4
1391241600,807.30274,807.30274,807.30274,807.30274,0.09039,2
1391245200,807.0,807.0,807.0,807.0,0.1,1
1391252400,811.0,813.0,811.0,813.0,0.15334249,7
1391256000,813.0,835.0,813.0,824.16466,4.0112367,21
1391259600,827.87,827.87,827.87,827.87,0.9,1
1391266800,830.99,830.99,825.85738,825.85738,0.11279289,2
1391277600,825.0,825.0,825.0,825.0,1,3
1391320800,828.99,828.99,828.99,828.99,0.08009746,1
1391338800,819.37892,819.37892,819.37892,819.37892,0.77,1
1391346000,830.0,835.0,830.0,834.99,4.05933006,11
1391353200,834.78,834.78,834.78,834.78,0.01615922,1
1391360400,825.47917,825.47917,819.32851,819.32851,2,5
1391374800,826.99,826.99,826.99,826.99,0.115,1
1391378400,819.31892,819.31892,817.27574,817.27574,0.11105,6
1391382000,826.175,830.0,814.86431,814.86431,0.0954334,7
1391403600,814.86431,814.86431,812.8308,812.8308,0.1498,4
1391407200,812.8308,812.8308,807.85,807.85,2.242,6
1391410800,807.85,817.9442,803.8427,803.86,0.82283479,18
1391414400,803.9,803.9,803.9,803.9,0.215,1
1391421600,815.73641,818.18181,815.73641,818.18181,0.06,3
1391425200,810.0,810.0,810.0,810.0,0.109,1
1391428800,810.0,810.0,809.02,809.02,1.041,21
1391432400,817.9442,817.9442,817.9442,817.9442,0.02521,1
1391436000,817.9442,819.8,803.64931,803.64931,2.56148984,37
1391446800,814.0,819.78,814.0,819.78,0.04632925,3
1391472000,808.0,808.0,808.0,808.0,1.0283,19
1391475600,808.0,808.0,808.0,808.0,0.15,3
1391479200,808.5,808.5,808.5,808.5,0.2,4
1391482800,815.88934,815.88934,808.5,808.5,1.2,20
1391486400,814.06,814.06,808.0,808.0,0.68342918,15
1391497200,808.0,808.0,808.0,808.0,0.09034479,2
1391504400,808.0,817.9442,805.9,805.9,0.95370846,22
1391508000,805.9,811.82496,799.8,799.8,0.40242437,12
1391511600,802.4,802.41,799.8,799.8,2.25384766,46
1391522400,809.0,809.0,799.64609,799.64609,0.04895,3
1391526000,799.579,799.579,799.579,799.579,0.53171,1
1391540400,815.56038,819.78,803.0,815.38433,0.76088168,16
1391544000,807.32725,817.9342,807.32725,817.9342,3.00978073,2
1391547600,807.30725,807.30725,802.4,802.4,0.11256,4
1391562000,802.4,802.4,802.4,802.4,0.025,1
1391580000,815.29636,815.89934,805.805,805.805,0.07391774,5
1391594400,802.55,802.55,802.55,802.55,3.81011,1
1391601600,810.0,813.8596,810.0,813.8596,0.05964712,2
1391605200,805.0,805.0,802.6,802.6,0.211,5
1391619600,805.39,805.39,805.39,805.39,1,1
1391630400,808.33,808.33,802.69,802.69,3.09097515,55
1391634000,802.69,802.69,802.69,802.69,0.15316,1
1391641200,802.69,802.69,802.5,802.5,8.1640241,48
1391644800,802.5,803.72713,797.0,797.0,1.05576304,25
1391655600,802.99,802.99,802.99,802.99,0.98382296,1
1391662800,794.0,799.12765,791.3069,799.12765,0.11260679,3
1391666400,788.81713,788.81713,788.81713,788.81713,0.0191,1
1391670000,788.81713,793.74055,788.81713,793.74055,1.02551385,25
1391673600,787.0,791.22144,778.87,791.13605,1.34328821,14
1391677200,783.29916,790.9653,775.0,783.98545,3.10076981,12
1391684400,788.78967,797.71417,788.78967,797.71417,0.1,2
1391695200,785.94541,785.94541,785.94541,785.94541,0.007992,1
1391698800,797.72417,799.72348,797.72417,799.72348,0.07385762,4
1391713200,790.88,790.88,783.98545,788.88,0.35647579,8
1391716800,788.78967,788.78967,788.78967,788.78967,0.019,1
1391724000,783.04559,783.04559,775.0,775.0,16.46319894,79
1391727600,775.0,775.0,767.60884,767.60884,8.93073608,124
1391734800,775.2051,775.2051,762.22887,762.22887,0.42729581,13
1391738400,755.0,755.0,755.0,755.0,0.42552,2
1391742000,769.76185,770.0,755.0,755.0,2.20268023,9
1391745600,755.0,769.67878,754.59684,754.59684,1.47300829,14
