open_price_xbt,open_price_eth
1952.995,166.23651
1980.001,167.4
2019.98,169.51002
2016.04,165.8387
1986.991,161.43056
1992.157,160.6
1979.718,162.4
1957.78,157.35
1967.0,155.00001
1918.128,152.93847
1910.0,145.90585
1850.003,139.9
1831.001,136.25
1888.992,153.0
1870.0,147.00011
1887.496,150.38986
1925.983,159.9984
1932.65,157.99999
1905.0,153.9955
1852.018,143.4333
1871.999,148.97999
1887.868,151.0
1928.979,155.90991
1905.05,155.2
1935.001,158.99845
1973.87,165.0
1959.116,161.25001
1951.373,162.11238
1975.008,164.0
1977.88,165.0
2009.989,169.99
2061.0,176.0
2052.01,176.10952
2056.66,175.6
2018.414,172.95392
1995.0,165.0
1991.0,164.8
2008.413,163.81956
2061.999,173.00001
2043.814,167.497
2057.271,169.6
2125.103,176.0
2133.0,175.0
2108.0,173.0
2167.0,179.7
2155.325,180.21
2192.0,187.0
2217.0,188.72
2196.26,184.99966
2190.509,186.49996
2198.874,185.40989
2163.361,181.98979
2189.002,183.5
2223.696,188.97896
2234.949,188.37093
2255.419,189.99997
2240.001,188.99002
2240.0,190.58205
2242.02,188.99996
2290.484,193.0
2295.94,191.42998
2322.0,195.49753
2342.398,205.495
2340.003,210.01004
2297.099,203.47737
2325.736,206.0
2344.999,218.0
2356.201,236.98994
2349.901,247.97
2350.0,233.99
2275.5,221.31449
2310.801,228.1351
2259.302,223.2501
2288.528,219.50011
2284.261,216.59999
2344.159,225.04264
2327.986,225.99
2350.337,235.8
2357.607,239.5
2387.928,242.1
2375.501,233.36283
2366.003,233.4
2362.707,231.90171
2346.3,229.0002
2324.011,224.0
2284.999,215.0
2348.0,227.41656
2316.872,224.80951
2301.439,223.5
2290.8,218.99992
2279.254,212.0001
2228.187,189.0
2257.129,202.0
2262.0,194.0
2256.77,191.41309
2254.998,193.5
2273.301,207.0
2316.7,209.13975
2337.76,218.5005
2330.4,211.0
2333.572,208.9
2348.361,210.90022
2325.001,204.0
2323.554,205.0
2332.207,207.89985
2330.101,207.05786
2343.42,210.984
2472.0,227.49999
2522.565,225.98998
2600.0,234.049
2581.001,227.5
2634.999,228.49
2621.997,227.10231
2604.628,224.0
2653.848,225.99999
2650.99,226.00024
2734.15,230.00002
2745.0,230.0
2835.0,221.10002
2854.882,227.49002
2762.99,219.5
2812.01,225.50236
2727.502,228.98
2745.0,227.6213
2780.0,227.9995
2809.0,231.0
2772.8,238.0
2774.0,237.0235
2714.789,229.3
2746.808,233.10001
2702.443,229.55001
2765.0,227.3
2787.899,226.83724
2760.434,226.65023
2750.159,224.85013
2719.971,223.74985
2723.2,220.4995
2678.0,218.49999
2672.0,222.0
2625.865,217.1
2640.1,209.99999
2635.187,211.89998
2710.382,219.46926
2670.0,216.0
2671.262,217.849
2702.057,221.90009
2730.364,223.0
2709.485,221.38
2704.348,220.71415
2746.323,223.73
2757.995,221.42002
2764.996,223.99889
2793.915,222.91208
2808.999,224.00015
2845.0,226.3971
2815.0,225.7796
2825.0,226.39992
2760.0,223.98999
2768.601,223.83
2791.483,223.4795
2829.699,226.56
2835.9,225.65
2799.8,225.88888
2816.231,225.29249
2795.4,225.9999
2827.559,232.27871
2827.169,233.0005
2833.599,231.67595
2851.0,232.24999
2840.198,233.87521
2813.2,231.10013
2828.197,231.2514
2800.0,228.5
2795.0,227.84648
2775.0,227.47012
2736.444,224.51001
2742.971,224.922
2752.23,225.81803
2719.998,223.94998
2701.593,221.00042
2734.002,226.39773
2749.498,226.99999
2793.1,229.8954
2787.52,229.20001
2774.054,229.98959
2779.499,230.39983
2783.001,230.49979
2780.0,232.0
2784.999,231.8989
2773.627,231.55749
2727.001,226.41
2761.0,229.2
2765.253,229.45
2770.001,229.42915
2784.4,229.99997
2763.0,227.79439
2764.0,226.1008
2732.36,225.24892
2734.039,225.50255
2745.901,226.19799
2759.0,227.1912
2762.301,227.53899
2764.98,227.64425
2765.897,227.21662
2765.0,226.0
2793.0,229.4
2784.3,228.15012
2758.9,226.85
2765.26,227.3
2734.99,225.06
2737.97,225.3
2762.989,227.42805
2765.0,226.45543
2755.0,225.77397
2763.978,226.1001
2755.898,225.38302
2766.304,224.76015
2755.7,224.33
2754.0,224.99
2747.2,222.90001
2758.0,224.2687
2769.595,224.34021
2681.0,218.0
2656.37,211.0
2690.609,215.07002
2660.031,212.10142
2603.001,205.9999
2572.799,204.0161
2530.901,203.0
2569.111,206.09344
2573.29,206.90074
2578.994,206.79999
2552.5,202.9
2561.0,204.95387
2490.0,201.0
2476.0,197.5
2454.0,191.72
2558.335,201.3
2542.698,198.35164
2565.0,203.04655
2594.221,207.94
2575.76,205.02606
2500.003,198.48
2511.741,198.50006
2513.25,199.9999
2484.08,194.975
2450.998,194.00021
2481.386,196.41185
2518.201,200.49016
2502.2,200.32165
2527.68,202.46992
2541.562,205.9999
2532.4,204.00074
2477.901,199.99999
2498.446,200.37499
2431.0,195.86198
2436.56,196.8
2476.001,198.99998
2478.811,198.79993
2480.635,198.49998
2509.306,201.03684
2464.894,199.0
2501.514,200.88998
2526.699,202.22
2536.194,203.19772
2544.9,203.68109
2536.805,200.43279
2545.011,201.8802
2564.001,202.99939
2562.1,201.55
2568.13,201.74975
2542.793,200.02602
2547.959,201.99997
2570.197,204.33
2590.062,205.38998
2582.2,204.79
2570.0,203.69
2580.0,204.7
2551.104,200.9
2542.3,199.99898
2565.072,201.1
2575.0,200.99999
2573.558,200.0001
2570.001,200.0
2582.998,199.023
2660.55,203.99999
2685.0,204.02
2676.988,203.0995
2713.0,203.13489
2715.0,203.1821
2696.251,203.12339
2693.18,202.2925
2676.031,201.99721
2704.001,203.49996
2696.737,201.79892
2747.23,200.55082
2775.0,200.81
2775.001,199.70502
2764.0,197.6
2846.0,190.0
2808.9,191.49996
2801.0,194.0
2790.02,197.2
2760.99,195.98369
2795.001,195.83803
2787.263,194.0
2785.7,193.9998
2768.201,194.89998
2771.699,195.00014
2796.201,192.78511
2805.0,191.78887
2808.971,191.98452
2787.641,193.19982
2770.8,190.02061
2755.0,190.19998
2735.8,185.27
2723.708,185.12793
2756.09,185.50044
2771.41,185.69892
2754.721,183.5001
2764.684,184.5
2749.0,182.677
2720.273,181.13595
2690.0,181.9
2709.999,185.11541
2691.9,182.01
2702.802,181.96622
2727.801,183.31499
2700.603,182.99817
2725.765,187.60002
2753.731,195.89
2736.194,195.46883
2719.318,197.46317
2716.799,199.79999
2701.137,199.94998
2716.0,207.14458
2699.409,204.69416
2720.0,202.90006
2704.22,200.49979
2710.363,201.66046
2719.996,203.0
2673.992,200.1201
2671.638,197.09916
2689.0,198.30013
2674.962,197.19992
2682.86,199.0461
2671.929,200.50108
2691.997,202.79777
2692.628,200.7501
2700.0,201.5991
2738.126,201.74586
2765.0,199.90214
2741.907,199.06901
2755.0,199.24982
2771.901,201.7
2745.0,200.03287
2738.951,198.5505
2757.62,198.50012
2770.0,198.0
2798.999,198.45291
2774.69,196.5
2741.99,195.9
2746.97,197.41943
2739.0,197.232
2731.55,196.90024
2742.013,196.4149
2749.589,199.2101
2765.99,196.7165
2771.007,196.32
2740.201,196.01001
2768.115,194.49999
2791.007,192.30011
2809.898,190.39991
2787.877,195.0
2785.98,192.79806
2791.001,194.99805
2814.012,198.5
2810.0,198.99561
2817.001,201.88984
2849.999,198.99999
2897.969,200.69791
2872.354,200.6204
2872.001,200.79899
2876.133,201.7777
2853.33,207.49791
2883.649,208.0
2890.022,208.25499
2906.327,210.2235
2920.5,217.51
2920.0,218.7
2906.2,226.99
2860.003,220.00002
2754.988,216.8
2804.955,219.99557
2843.001,218.2
2806.226,212.752
2795.0,223.75
2664.981,219.00015
2695.004,219.79998
2676.39,216.60001
2732.855,222.0
2726.799,223.99999
2748.699,229.7
2784.492,229.98767
2737.789,230.49991
2728.0,226.00003
2700.401,224.99757
2727.975,226.2501
2697.977,225.58179
2717.931,223.75711
2739.999,225.67482
2731.956,226.05638
2736.0,225.23161
2745.001,225.54998
2735.002,223.2
2710.343,221.81038
2715.641,224.027
2728.0,223.00269
2710.159,219.00012
2747.75,221.16242
2724.475,217.45
2674.905,217.96505
2690.762,218.422
2696.1,218.02629
2702.528,221.5
2703.5,222.12
2715.014,221.28
2705.5,218.41014
2692.0,217.72999
2664.662,216.7
2687.997,217.97893
2700.9,218.48999
2708.1,219.00008
2713.485,218.59755
2717.099,218.87999
2725.427,218.89937
2721.983,218.80021
2720.993,221.28999
2716.0,220.47555
2717.9,223.70461
2720.781,222.577
2744.494,223.52021
2740.001,224.10125
2740.897,226.77994
2735.653,227.48999
2739.94,225.01
2739.9,225.02337
2764.999,224.99997
2769.019,224.81998
2763.001,223.48821
2777.297,224.12
2790.593,224.4214
2789.5,224.42
2785.9,223.31492
2800.374,224.7501
2797.034,225.09235
2796.409,225.6
2789.089,227.3101
2785.29,225.74991
2793.479,225.533
2781.01,225.72228
2796.09,225.50001
2780.883,224.54298
2812.427,225.26007
2840.928,225.19745
2852.906,224.3001
2869.724,223.94979
2847.001,223.00003
2843.0,222.767
2856.486,224.09706
2876.358,223.26001
2869.019,223.00002
2858.487,222.64979
2868.549,222.69764
2856.344,221.97
2849.9,223.4999
2855.4,223.67
2857.996,222.90001
2878.999,223.77697
2875.967,222.50356
2876.41,221.5
2886.98,221.5
2960.0,223.89999
3121.008,227.251
3154.968,231.0
3118.0,229.95
3169.0,232.8
3141.031,235.60017
3171.878,234.20361
3184.91,240.0
3194.899,243.06
3140.998,240.2
3156.087,242.89256
3180.0,241.78999
3220.0,243.5
3197.385,242.50243
3295.11,245.805
3300.162,253.0
3297.889,249.5
3265.589,250.10001
3243.981,250.0005
3237.0,246.214
3231.919,249.2239
3256.31,253.59998
3271.0,256.0052
3260.0,265.11001
3245.43,261.49696
3228.323,258.50001
3218.097,259.47999
3209.591,255.0
3236.077,257.87993
3188.63,255.19744
3194.099,256.39483
3220.0,261.5
3197.153,258.36001
3188.083,258.99908
3214.5,259.12001
3218.0,258.67859
3282.994,261.31
3261.084,262.5
3282.0,266.50001
3271.221,264.5433
3271.98,263.8391
3272.5,265.8
3275.0,272.1
3263.794,268.99967
3258.996,270.02405
3236.994,265.67
3220.442,263.29735
3217.867,260.2
3235.518,261.89538
3250.274,266.25
3235.479,263.56569
3254.999,264.47915
3255.997,263.5
3240.0,262.98922
3265.987,261.6
3265.0,263.02001
3277.999,265.12106
3342.861,269.53791
3420.0,272.23172
3401.798,273.16
3387.991,273.00001
3383.992,272.89989
3380.078,270.0
3341.001,269.17783
3328.57,266.49976
3357.77,268.99142
3356.212,267.55008
3377.99,268.00002
3397.911,268.88995
3395.0,269.8
3371.401,267.59743
3397.827,268.32447
3425.01,271.5816
3444.99,271.89993
3469.999,273.2
3435.4,269.9
3455.0,271.0
3459.913,272.79999
3490.0,274.333
3462.5,275.85939
3429.0,279.50001
3458.627,278.99999
3445.0,283.4
3387.0,282.25539
3383.1,285.9999
3404.0,289.48992
3374.0,288.2963
3399.799,286.0099
3370.01,287.5
3429.999,291.98765
3449.516,296.3
3429.149,298.0
3451.1,294.0
3430.52,296.98
3401.003,299.9999
3410.121,309.0
3420.009,310.13
3405.001,315.125
3391.3,314.89999
3405.215,308.37528
3407.319,304.00309
3403.009,305.99
3397.997,300.0
3385.0,291.4
3290.002,290.0
3337.0,295.998
3338.0,297.00059
3301.111,291.9
3260.125,280.601
3314.434,287.0
3326.0,289.87
3346.199,296.50188
3345.77,296.0
3349.97,295.47746
3380.0,301.99999
3381.0,302.49967
3320.0,294.0
3370.0,297.97108
3350.158,296.59999
3367.991,297.03137
3355.006,293.29974
3363.17,294.5001
3362.29,297.29999
3380.0,299.90038
3390.01,297.1996
3428.001,300.5233
3422.977,301.8
3439.998,303.60413
3416.035,301.98992
3433.07,308.76
3420.0,307.501
3428.992,307.51
3458.577,307.30001
3465.587,312.00031
3455.26,310.0
3445.699,310.40168
3441.492,306.65897
3440.005,306.16477
3445.0,304.8999
3454.97,304.99969
3449.169,304.88
3434.099,300.21162
3444.004,300.87949
3444.004,302.15003
3459.999,304.4
3455.004,302.9999
3463.0,302.55
3492.15,305.37054
3480.014,304.0
3536.999,305.0
3512.81,303.0
3530.636,303.99996
3498.003,300.0
3517.709,300.1
3550.0,301.0797
3569.987,300.49999
3555.853,299.51
3571.4,299.95036
3547.0,304.8
3572.704,305.00152
3570.109,304.24
3573.261,302.10049
3597.989,302.08156
3635.0,302.7
3688.999,311.0
3669.618,310.0
3663.055,317.00046
3640.091,316.8
3665.0,315.16615
3691.062,316.99652
3735.199,317.24959
3759.993,317.4
3794.52,314.4
3824.205,315.4
3780.0,314.8702
3805.996,315.3
3823.78,314.59236
3819.459,313.77791
3795.1,314.49967
3808.5,317.50001
3820.01,317.94689
3889.099,317.0
3940.0,318.60014
3887.0,315.0
3900.601,315.0
3899.8,314.99899
3781.083,307.71574
3829.0,308.65
3850.008,308.58995
3889.09,309.6503
3941.999,303.42741
4025.0,294.001
4083.0,303.40596
4055.375,301.6421
4070.8,300.4099
4044.919,298.99875
4123.553,302.74827
4163.21,297.29089
4199.0,298.5
4128.591,297.0
4123.0,299.0
3968.478,293.7
3869.0,290.7
4073.899,291.1205
3968.0,289.8
4026.452,297.82085
4070.0,297.00001
4009.5,292.12
4068.0,294.49786
3989.9,291.99999
4010.82,295.00011
4100.0,295.757
